Creditability;Account_Balance;Duration_of_Credit_monthly;Payment_Status_of_Previous_Credit;Purpose;Credit_Amount;Value_Savings_Stocks;Length_of_current_employment;Instalment_per_cent;Sex_Marital_Status;Guarantors;Duration_in_Current_address;Most_valuable_available_asset;Age_years;Concurrent_Credits;Type_of_apartment;No_of_Credits_at_this_Bank;Occupation;No_of_dependents;Telephone;Foreign_Worker;Relative_Credit_Amount
1;1;27;4.0;8.0;2442;1;5;4;2.0;0.0;4;3;43;2;1.0;4;3.0;2;1.0;0.0;2442.0
1;4;18;4.0;3.0;1800;1;3;4;2.0;0.0;2;3;24;3;1.0;2;2.0;1;0.0;0.0;450.0
1;4;28;4.0;3.0;2743;1;5;4;2.0;0.0;2;3;29;3;1.0;2;2.0;1;0.0;0.0;685.75
0;2;12;2.0;0.0;1223;1;5;1;0.0;0.0;1;1;46;3;0.0;2;2.0;1;0.0;0.0;611.5
0;4;9;2.0;3.0;1478;1;4;4;2.0;0.0;2;3;22;3;1.0;1;2.0;1;0.0;0.0;369.5
0;1;18;1.0;2.0;1553;1;3;4;2.0;0.0;3;3;44;1;1.0;1;2.0;1;0.0;0.0;1553.0
0;2;24;2.0;1.0;11560;1;3;1;1.0;0.0;4;3;23;3;0.0;2;3.0;1;0.0;0.0;5780.0
0;1;36;4.0;6.0;8065;1;3;3;1.0;0.0;2;4;25;3;1.0;2;3.0;1;1.0;0.0;8065.0
1;4;24;4.0;3.0;2872;2;5;3;2.0;0.0;4;1;36;3;1.0;1;2.0;2;1.0;0.0;718.0
1;1;13;4.0;8.0;1797;1;2;3;2.0;0.0;1;2;28;1;1.0;2;1.0;1;0.0;0.0;1797.0
1;1;6;2.0;1.0;1352;3;1;1;1.0;0.0;2;2;23;3;0.0;1;0.0;1;1.0;0.0;1352.0
0;1;12;1.0;3.0;2149;1;3;4;0.0;0.0;1;4;29;3;2.0;1;2.0;1;0.0;0.0;2149.0
0;1;24;2.0;3.0;1823;1;1;4;2.0;0.0;2;3;30;2;1.0;1;3.0;2;0.0;0.0;1823.0
1;4;6;2.0;4.0;1338;3;3;1;0.0;0.0;4;1;62;3;1.0;1;2.0;1;0.0;0.0;334.5
0;1;36;1.0;2.0;2746;1;5;4;2.0;0.0;4;3;31;1;1.0;1;2.0;1;0.0;0.0;2746.0
1;4;10;2.0;0.0;1287;5;5;4;2.0;1.0;2;2;45;3;1.0;1;1.0;1;0.0;1.0;321.75
1;3;42;0.0;8.0;6289;1;2;2;0.0;0.0;1;2;33;3;1.0;2;2.0;1;0.0;0.0;2096.3333333333335
0;1;18;2.0;2.0;2462;1;3;2;2.0;0.0;2;3;22;3;1.0;1;2.0;1;0.0;0.0;2462.0
0;2;9;4.0;6.0;1136;4;5;4;2.0;0.0;3;4;32;3;2.0;2;2.0;2;0.0;0.0;568.0
0;2;18;0.0;0.0;2278;2;2;3;1.0;0.0;3;3;28;3;1.0;2;2.0;1;0.0;0.0;1139.0
0;1;48;4.0;1.0;6331;1;5;4;2.0;0.0;4;4;46;3;2.0;2;2.0;1;1.0;0.0;6331.0
1;1;24;4.0;1.0;6615;1;1;2;2.0;0.0;4;4;75;3;2.0;2;3.0;1;1.0;0.0;6615.0
0;2;24;1.0;6.0;1837;1;4;4;1.0;0.0;4;4;34;1;2.0;1;1.0;1;0.0;0.0;918.5
0;2;48;2.0;3.0;3060;1;4;4;2.0;0.0;4;1;28;3;1.0;2;2.0;1;0.0;0.0;1530.0
0;2;9;2.0;2.0;918;1;3;4;1.0;0.0;1;2;30;3;1.0;1;2.0;1;0.0;0.0;459.0
0;3;18;2.0;3.0;2100;1;3;4;2.0;1.0;2;1;37;3;1.0;1;2.0;1;0.0;0.0;700.0
1;1;6;2.0;0.0;1203;2;5;3;2.0;0.0;2;2;43;3;1.0;1;2.0;1;1.0;0.0;1203.0
1;4;36;2.0;0.0;909;3;5;4;2.0;0.0;4;2;36;3;1.0;1;2.0;1;0.0;0.0;227.25
0;4;9;2.0;2.0;1980;1;2;2;1.0;1.0;2;3;19;3;0.0;2;2.0;1;0.0;0.0;495.0
1;4;27;3.0;8.0;5117;1;4;3;2.0;0.0;4;3;26;3;1.0;2;2.0;1;0.0;0.0;1279.25
1;4;6;2.0;3.0;2108;1;4;2;3.0;0.0;2;1;29;3;0.0;1;2.0;1;0.0;0.0;527.0
1;2;12;4.0;0.0;2366;3;4;3;0.0;0.0;3;3;36;3;1.0;1;3.0;1;1.0;0.0;1183.0
1;1;12;2.0;0.0;1168;1;3;4;3.0;0.0;3;1;27;3;1.0;1;1.0;1;0.0;0.0;1168.0
1;4;39;2.0;1.0;8588;2;5;4;2.0;0.0;2;3;45;3;1.0;1;3.0;1;1.0;0.0;2147.0
0;2;24;2.0;0.0;1355;1;2;3;1.0;0.0;4;3;25;3;1.0;1;1.0;1;1.0;0.0;677.5
1;1;6;4.0;0.0;609;1;4;4;1.0;0.0;3;2;37;3;1.0;2;2.0;1;0.0;0.0;609.0
1;2;18;2.0;3.0;1301;1;5;4;3.0;2.0;2;1;32;3;1.0;1;1.0;1;0.0;0.0;650.5
1;1;6;2.0;4.0;343;1;2;4;1.0;0.0;1;1;27;3;1.0;1;2.0;1;0.0;0.0;343.0
0;4;18;3.0;8.0;2169;1;3;4;3.0;0.0;2;3;28;3;1.0;1;2.0;1;1.0;0.0;542.25
0;4;12;2.0;2.0;1123;3;3;4;1.0;0.0;4;3;29;3;0.0;1;1.0;1;0.0;0.0;280.75
1;1;30;2.0;1.0;3857;1;3;4;0.0;0.0;4;2;40;3;1.0;1;3.0;1;1.0;0.0;3857.0
0;4;24;2.0;3.0;2397;3;5;3;2.0;0.0;2;3;35;1;1.0;2;2.0;1;1.0;0.0;599.25
1;1;9;4.0;3.0;1138;1;3;4;2.0;0.0;4;1;25;3;1.0;2;1.0;1;0.0;0.0;1138.0
1;3;12;2.0;3.0;3016;1;3;3;3.0;0.0;1;3;24;3;1.0;1;2.0;1;0.0;0.0;1005.3333333333334
1;2;30;3.0;8.0;2503;2;5;4;2.0;0.0;2;2;41;2;1.0;2;2.0;1;0.0;0.0;1251.5
1;4;13;2.0;3.0;1409;2;1;2;1.0;0.0;4;1;64;3;1.0;1;2.0;1;0.0;0.0;352.25
0;2;27;2.0;8.0;3915;1;3;4;2.0;0.0;2;3;36;3;1.0;1;2.0;2;1.0;0.0;1957.5
1;4;48;4.0;6.0;6110;1;3;1;2.0;0.0;3;4;31;1;2.0;1;2.0;1;1.0;0.0;1527.5
1;3;18;2.0;0.0;1961;1;5;3;1.0;0.0;2;3;23;3;1.0;1;3.0;1;0.0;0.0;653.6666666666666
1;1;10;2.0;3.0;2315;1;5;3;2.0;0.0;4;1;52;3;1.0;1;1.0;1;0.0;0.0;2315.0
1;4;30;2.0;1.0;4811;5;4;2;1.0;0.0;4;2;24;2;0.0;1;1.0;1;0.0;0.0;1202.75
1;4;18;4.0;3.0;1582;4;5;4;2.0;0.0;4;3;46;3;1.0;2;2.0;1;0.0;0.0;395.5
1;1;24;2.0;2.0;4169;1;3;4;2.0;0.0;4;2;28;3;1.0;1;2.0;1;0.0;0.0;4169.0
1;4;12;2.0;1.0;4675;5;2;1;1.0;0.0;4;3;20;3;0.0;1;2.0;1;0.0;0.0;1168.75
0;1;12;0.0;5.0;1108;1;4;4;2.0;0.0;3;1;28;3;1.0;2;2.0;1;0.0;0.0;1108.0
1;4;42;4.0;2.0;4041;3;3;4;2.0;0.0;4;1;36;3;1.0;2;2.0;1;1.0;0.0;1010.25
1;1;18;2.0;2.0;2659;4;3;4;2.0;0.0;2;3;28;3;1.0;1;2.0;1;0.0;0.0;2659.0
0;4;48;4.0;1.0;11590;2;3;2;1.0;0.0;4;3;24;3;0.0;2;1.0;1;0.0;0.0;2897.5
0;2;9;1.0;1.0;5129;1;5;2;1.0;0.0;4;4;74;1;2.0;1;3.0;2;1.0;0.0;2564.5
1;4;36;2.0;8.0;7409;5;5;3;2.0;0.0;2;2;37;3;1.0;2;2.0;1;0.0;0.0;1852.25
1;3;10;4.0;0.0;781;1;5;4;2.0;0.0;4;4;63;3;2.0;2;2.0;1;1.0;0.0;260.3333333333333
1;4;6;4.0;3.0;1740;1;5;2;3.0;0.0;2;1;30;3;0.0;2;2.0;1;0.0;0.0;435.0
1;1;24;4.0;1.0;2957;1;5;4;2.0;0.0;4;2;63;3;1.0;2;2.0;1;1.0;0.0;2957.0
0;1;12;2.0;3.0;674;2;4;4;3.0;0.0;1;2;20;3;1.0;1;2.0;1;0.0;0.0;674.0
0;1;48;2.0;1.0;10297;1;4;4;2.0;0.0;4;4;39;3;2.0;3;2.0;2;1.0;0.0;10297.0
0;1;18;4.0;2.0;2124;1;3;4;1.0;0.0;4;1;24;3;0.0;2;2.0;1;0.0;0.0;2124.0
1;2;12;4.0;0.0;958;1;4;2;2.0;0.0;3;1;47;3;1.0;2;1.0;2;0.0;0.0;479.0
0;1;48;2.0;0.0;3931;1;4;4;2.0;0.0;4;4;46;3;2.0;1;2.0;2;0.0;0.0;3931.0
0;2;18;2.0;0.0;1042;5;3;4;1.0;0.0;2;2;33;3;1.0;1;2.0;1;0.0;0.0;521.0
1;1;36;2.0;9.0;15857;1;1;2;0.0;1.0;3;3;43;3;1.0;1;3.0;1;0.0;0.0;15857.0
0;2;30;3.0;3.0;1919;2;2;4;2.0;0.0;3;4;30;2;1.0;2;3.0;1;0.0;0.0;959.5
1;2;48;0.0;0.0;8358;3;2;1;1.0;0.0;1;3;30;3;1.0;2;2.0;1;0.0;0.0;4179.0
0;2;30;2.0;2.0;3441;2;3;2;1.0;1.0;4;3;21;1;0.0;1;2.0;1;0.0;0.0;1720.5
0;1;12;2.0;6.0;684;1;3;4;2.0;0.0;4;3;40;3;0.0;1;1.0;2;0.0;0.0;684.0
0;2;36;0.0;8.0;1953;1;5;4;2.0;0.0;4;4;61;3;2.0;1;3.0;1;1.0;0.0;976.5
1;1;12;2.0;0.0;3651;4;3;1;2.0;0.0;3;2;31;3;1.0;1;2.0;2;0.0;0.0;3651.0
1;4;18;2.0;8.0;1568;2;3;3;1.0;0.0;4;2;24;3;0.0;1;1.0;1;0.0;0.0;392.0
1;2;45;4.0;1.0;4576;2;1;3;2.0;0.0;4;3;27;3;1.0;1;2.0;1;0.0;0.0;2288.0
1;2;12;4.0;2.0;3617;1;5;1;2.0;0.0;4;3;28;3;0.0;3;2.0;1;1.0;0.0;1808.5
1;2;12;4.0;1.0;1860;1;1;4;2.0;0.0;2;3;34;3;1.0;2;3.0;1;1.0;0.0;930.0
1;1;6;4.0;0.0;860;1;5;1;1.0;0.0;4;4;39;3;1.0;2;2.0;1;1.0;0.0;860.0
0;2;9;2.0;3.0;1670;1;2;4;1.0;0.0;2;3;22;3;1.0;1;2.0;1;1.0;0.0;835.0
1;3;36;2.0;3.0;5848;1;3;4;2.0;0.0;1;3;24;3;1.0;1;2.0;1;0.0;0.0;1949.3333333333333
1;2;48;3.0;8.0;6681;5;3;4;2.0;0.0;4;4;38;3;2.0;1;2.0;2;1.0;0.0;3340.5
0;2;60;2.0;0.0;14027;1;4;4;2.0;0.0;2;4;27;3;1.0;1;3.0;1;1.0;0.0;7013.5
0;1;36;2.0;3.0;2302;1;3;4;0.0;0.0;4;3;31;3;0.0;1;2.0;1;0.0;0.0;2302.0
0;2;60;1.0;9.0;14782;2;5;3;1.0;0.0;4;4;60;1;2.0;2;3.0;1;1.0;0.0;7391.0
0;1;12;2.0;3.0;709;1;5;4;2.0;0.0;4;1;57;3;1.0;1;1.0;1;0.0;0.0;709.0
1;1;15;2.0;0.0;2511;1;1;1;1.0;0.0;4;3;23;3;0.0;1;2.0;1;0.0;0.0;2511.0
1;4;27;4.0;2.0;4526;4;2;4;2.0;0.0;2;1;32;2;1.0;2;1.0;2;1.0;0.0;1131.5
1;3;24;2.0;3.0;1377;2;5;4;1.0;0.0;2;4;47;3;2.0;1;2.0;1;1.0;0.0;459.0
1;4;15;4.0;3.0;1316;3;3;2;3.0;0.0;2;2;47;3;1.0;2;1.0;1;0.0;0.0;329.0
0;1;24;2.0;2.0;2996;5;3;2;3.0;0.0;4;3;20;3;1.0;1;2.0;1;0.0;0.0;2996.0
1;2;36;2.0;1.0;6948;1;3;2;2.0;0.0;2;3;35;3;0.0;1;3.0;1;1.0;0.0;3474.0
1;4;60;2.0;3.0;10144;2;4;2;1.0;0.0;4;1;21;3;1.0;1;2.0;1;1.0;0.0;2536.0
1;2;20;2.0;1.0;6468;5;1;1;0.0;0.0;4;1;60;3;1.0;1;3.0;1;1.0;0.0;3234.0
1;4;10;2.0;7.0;894;5;4;4;1.0;0.0;3;2;40;3;1.0;1;2.0;1;1.0;0.0;223.5
0;1;24;2.0;3.0;2439;1;2;4;1.0;0.0;4;1;35;3;1.0;1;2.0;1;1.0;0.0;2439.0
1;1;12;2.0;3.0;1107;1;3;2;2.0;0.0;2;1;20;3;0.0;1;3.0;2;1.0;0.0;1107.0
1;3;6;4.0;6.0;1047;1;3;2;1.0;0.0;4;2;50;3;1.0;1;1.0;1;0.0;0.0;349.0
0;3;30;3.0;8.0;1908;1;5;4;2.0;0.0;4;1;66;3;1.0;1;3.0;1;1.0;0.0;636.0
1;4;12;2.0;3.0;707;1;3;4;2.0;0.0;2;1;30;1;1.0;2;2.0;1;0.0;0.0;176.75
0;2;39;4.0;3.0;4933;1;4;2;2.0;2.0;2;1;25;3;1.0;2;2.0;1;0.0;0.0;2466.5
0;2;36;2.0;3.0;2671;2;3;4;1.0;1.0;4;4;50;3;2.0;1;2.0;1;0.0;0.0;1335.5
1;3;6;2.0;0.0;709;4;2;2;3.0;0.0;2;1;27;3;1.0;1;0.0;1;0.0;1.0;236.33333333333337
1;1;12;4.0;0.0;2171;1;3;4;2.0;0.0;4;2;38;1;1.0;2;1.0;1;0.0;1.0;2171.0
0;2;9;1.0;0.0;1437;2;4;2;2.0;0.0;3;4;29;3;1.0;1;2.0;1;0.0;0.0;718.5
1;1;24;4.0;1.0;6419;1;5;2;1.0;0.0;4;4;44;3;2.0;2;3.0;2;1.0;0.0;6419.0
0;2;48;0.0;8.0;14421;1;3;2;2.0;0.0;2;3;25;2;1.0;1;2.0;1;1.0;0.0;7210.5
1;1;12;2.0;2.0;1620;1;3;2;1.0;1.0;3;2;30;3;1.0;1;2.0;1;0.0;0.0;1620.0
1;2;15;2.0;5.0;1308;1;5;4;2.0;0.0;4;3;38;3;1.0;2;1.0;1;0.0;0.0;654.0
1;2;30;2.0;3.0;1715;5;3;4;1.0;0.0;1;3;26;3;1.0;1;2.0;1;0.0;0.0;857.5
1;2;18;2.0;1.0;2779;1;3;1;3.0;0.0;3;3;21;3;0.0;1;2.0;1;1.0;0.0;1389.5
1;2;15;4.0;3.0;1537;5;5;4;2.0;2.0;4;1;50;3;1.0;2;2.0;1;1.0;0.0;768.5
1;1;9;2.0;2.0;2136;1;3;3;2.0;0.0;2;1;25;3;1.0;1;2.0;1;0.0;0.0;2136.0
0;1;12;2.0;0.0;900;5;3;4;3.0;0.0;2;3;23;3;1.0;1;2.0;1;0.0;0.0;900.0
1;4;12;2.0;0.0;1884;1;5;4;2.0;0.0;4;3;39;3;1.0;1;3.0;1;1.0;0.0;471.0
1;2;30;1.0;2.0;3496;4;3;4;2.0;0.0;2;3;34;2;1.0;1;2.0;2;1.0;0.0;1748.0
1;4;15;2.0;1.0;4657;1;3;3;2.0;0.0;2;3;30;3;1.0;1;2.0;1;1.0;0.0;1164.25
1;4;6;2.0;3.0;1595;1;4;3;2.0;0.0;2;2;51;3;1.0;1;2.0;2;0.0;0.0;398.75
0;4;18;4.0;6.0;1864;2;3;4;1.0;0.0;2;1;30;3;1.0;2;2.0;1;0.0;0.0;466.0
1;4;36;4.0;0.0;6614;1;5;4;2.0;0.0;4;3;34;3;1.0;2;3.0;1;1.0;0.0;1653.5
0;4;15;2.0;6.0;4623;2;3;3;2.0;0.0;2;2;40;3;1.0;1;3.0;1;1.0;0.0;1155.75
0;4;12;2.0;0.0;1386;3;3;2;1.0;0.0;2;2;26;3;1.0;1;2.0;1;0.0;0.0;346.5
1;4;30;2.0;3.0;2333;3;5;4;2.0;0.0;2;3;30;1;1.0;1;3.0;1;0.0;0.0;583.25
1;4;10;2.0;0.0;1364;1;3;2;1.0;0.0;4;3;64;3;1.0;1;2.0;1;1.0;0.0;341.0
1;2;9;4.0;3.0;1154;1;5;2;2.0;0.0;4;1;37;3;1.0;3;1.0;1;0.0;0.0;577.0
0;1;18;2.0;2.0;2473;1;1;4;2.0;0.0;1;3;25;3;1.0;1;0.0;1;0.0;0.0;2473.0
1;4;24;2.0;3.0;1278;1;5;4;2.0;0.0;1;1;36;3;1.0;1;3.0;1;1.0;0.0;319.5
1;4;12;2.0;0.0;3527;5;2;2;2.0;0.0;3;2;45;3;1.0;1;3.0;2;1.0;0.0;881.75
0;1;18;2.0;4.0;1217;1;3;4;3.0;0.0;3;1;47;3;1.0;1;1.0;1;1.0;0.0;1217.0
1;2;15;2.0;5.0;1514;2;3;4;2.0;2.0;2;1;22;3;1.0;1;2.0;1;0.0;0.0;757.0
1;4;9;2.0;0.0;2507;3;5;2;2.0;0.0;4;4;51;3;2.0;1;1.0;1;0.0;0.0;626.75
1;4;18;4.0;3.0;1169;5;3;4;2.0;0.0;3;2;29;3;1.0;2;2.0;1;1.0;0.0;292.25
1;2;12;2.0;3.0;625;1;2;4;3.0;2.0;1;1;26;1;1.0;1;1.0;1;0.0;0.0;312.5
1;3;12;4.0;0.0;1480;3;1;2;2.0;0.0;4;4;66;1;2.0;3;0.0;1;0.0;0.0;493.3333333333333
0;1;36;4.0;2.0;6229;1;2;4;1.0;1.0;4;4;23;3;0.0;2;1.0;1;1.0;0.0;6229.0
1;4;12;4.0;0.0;926;1;1;1;1.0;0.0;2;2;38;3;1.0;1;0.0;1;0.0;0.0;231.5
1;2;6;4.0;7.0;932;5;4;1;1.0;0.0;3;2;39;3;1.0;2;1.0;1;0.0;0.0;466.0
1;4;48;4.0;3.0;3578;5;5;4;2.0;0.0;1;1;47;3;1.0;1;2.0;1;1.0;0.0;894.5
1;4;24;2.0;3.0;999;5;5;4;2.0;0.0;2;3;25;3;1.0;2;2.0;1;0.0;0.0;249.75
1;4;48;3.0;3.0;7238;5;5;3;2.0;0.0;3;3;32;1;1.0;2;2.0;2;0.0;0.0;1809.5
1;4;18;2.0;0.0;1820;1;3;2;3.0;0.0;2;2;30;3;1.0;1;3.0;1;1.0;0.0;455.0
0;2;48;0.0;9.0;18424;1;3;1;1.0;0.0;2;2;32;1;1.0;1;3.0;1;1.0;1.0;9212.0
0;4;36;2.0;2.0;3349;1;3;4;1.0;0.0;2;3;28;3;1.0;1;3.0;1;1.0;0.0;837.25
0;4;18;1.0;0.0;6458;1;5;2;2.0;0.0;4;4;39;1;1.0;2;3.0;2;1.0;0.0;1614.5
0;2;54;0.0;8.0;15945;1;2;3;2.0;0.0;4;4;58;3;0.0;1;2.0;1;1.0;0.0;7972.5
1;1;12;3.0;0.0;1344;1;3;4;2.0;0.0;2;1;43;3;1.0;2;1.0;2;0.0;0.0;1344.0
0;4;18;2.0;5.0;1943;1;2;4;1.0;0.0;4;1;23;3;1.0;1;2.0;1;0.0;0.0;485.75
1;1;18;2.0;3.0;1936;5;4;2;3.0;0.0;4;3;23;3;0.0;2;1.0;1;0.0;0.0;1936.0
1;1;12;2.0;3.0;1498;1;3;4;1.0;0.0;1;3;23;1;1.0;1;2.0;1;0.0;0.0;1498.0
1;4;12;4.0;5.0;996;5;4;4;1.0;0.0;4;1;23;3;1.0;2;2.0;1;0.0;0.0;249.0
1;1;18;0.0;8.0;3104;1;4;3;2.0;0.0;1;2;31;1;1.0;1;2.0;1;1.0;0.0;3104.0
1;4;30;4.0;3.0;6742;5;4;2;2.0;0.0;3;2;36;3;1.0;2;2.0;1;0.0;0.0;1685.5
1;4;24;2.0;3.0;3430;3;5;3;2.0;0.0;2;3;31;3;1.0;1;2.0;2;1.0;0.0;857.5
0;2;60;2.0;6.0;6288;1;3;4;2.0;0.0;4;4;42;3;2.0;1;2.0;1;0.0;0.0;3144.0
1;4;10;2.0;1.0;2901;5;2;1;1.0;0.0;4;1;31;3;0.0;1;2.0;1;0.0;0.0;725.25
0;3;15;2.0;3.0;2327;1;2;2;1.0;0.0;3;1;25;3;1.0;1;1.0;1;0.0;0.0;775.6666666666666
1;4;9;4.0;0.0;1224;1;3;3;2.0;0.0;1;1;30;3;1.0;2;2.0;1;0.0;0.0;306.0
0;1;9;2.0;3.0;1366;1;2;3;1.0;0.0;4;2;22;3;0.0;1;2.0;1;0.0;0.0;1366.0
1;1;10;4.0;0.0;1038;1;4;4;2.0;1.0;3;2;49;3;1.0;2;2.0;1;1.0;0.0;1038.0
1;2;9;2.0;6.0;1199;1;4;4;1.0;0.0;4;2;67;3;1.0;2;3.0;1;1.0;0.0;599.5
0;2;72;2.0;3.0;5595;2;3;2;3.0;0.0;2;3;24;3;1.0;1;2.0;1;0.0;0.0;2797.5
1;1;24;2.0;2.0;4020;1;3;2;2.0;0.0;2;3;27;2;1.0;1;2.0;1;0.0;0.0;4020.0
1;4;36;2.0;1.0;8133;1;3;1;1.0;0.0;2;2;30;1;1.0;1;2.0;1;0.0;0.0;2033.25
1;2;36;4.0;1.0;5800;1;3;3;2.0;0.0;4;3;34;3;1.0;2;2.0;1;1.0;0.0;2900.0
1;2;18;3.0;5.0;6204;1;3;2;2.0;0.0;4;1;44;3;1.0;1;1.0;2;1.0;0.0;3102.0
1;4;21;2.0;0.0;2782;3;4;1;1.0;0.0;2;3;31;1;1.0;1;3.0;1;0.0;0.0;695.5
1;2;18;4.0;2.0;7374;1;1;4;2.0;0.0;4;2;40;2;1.0;2;3.0;1;1.0;0.0;3687.0
1;2;60;3.0;3.0;7418;5;3;1;2.0;0.0;1;1;27;3;1.0;1;1.0;1;0.0;0.0;3709.0
0;1;24;2.0;0.0;2303;1;5;4;2.0;1.0;1;1;45;3;1.0;1;2.0;1;0.0;0.0;2303.0
0;4;18;3.0;2.0;1808;1;4;4;1.0;0.0;1;1;22;3;1.0;1;2.0;1;0.0;0.0;452.0
0;2;12;2.0;3.0;1534;1;2;1;3.0;0.0;1;1;23;3;0.0;1;2.0;1;0.0;0.0;767.0
1;4;15;1.0;3.0;1569;2;5;4;2.0;0.0;4;3;34;1;1.0;1;1.0;2;0.0;0.0;392.25
1;4;28;1.0;1.0;7824;5;2;3;2.0;2.0;4;1;40;1;0.0;2;2.0;2;1.0;0.0;1956.0
1;3;24;4.0;8.0;1275;4;3;2;0.0;0.0;4;1;36;3;1.0;2;2.0;1;1.0;0.0;425.0
1;4;33;3.0;8.0;2764;1;3;2;1.0;0.0;2;3;26;3;1.0;2;2.0;1;1.0;0.0;691.0
1;2;60;3.0;3.0;9157;5;3;2;2.0;0.0;2;4;27;3;2.0;1;3.0;1;0.0;0.0;4578.5
1;2;12;2.0;8.0;1037;2;4;3;2.0;0.0;4;1;39;3;1.0;1;1.0;1;0.0;0.0;518.5
1;1;18;3.0;6.0;8471;5;3;1;1.0;0.0;2;3;23;3;0.0;2;2.0;1;1.0;0.0;8471.0
1;4;18;2.0;2.0;3422;1;5;4;2.0;0.0;4;2;47;1;1.0;3;2.0;2;1.0;0.0;855.5
0;1;36;3.0;6.0;6887;1;3;4;2.0;0.0;3;2;29;2;1.0;1;2.0;1;1.0;0.0;6887.0
0;1;9;2.0;0.0;1422;1;2;3;2.0;0.0;2;4;27;3;2.0;1;3.0;1;1.0;0.0;1422.0
1;4;24;2.0;0.0;1393;1;3;2;2.0;2.0;2;1;31;3;1.0;1;2.0;1;1.0;0.0;348.25
1;2;24;3.0;3.0;1553;2;4;3;1.0;0.0;2;2;23;3;0.0;2;2.0;1;1.0;0.0;776.5
1;1;24;2.0;1.0;2812;5;5;2;1.0;0.0;4;1;26;3;0.0;1;2.0;1;0.0;0.0;2812.0
1;1;9;4.0;0.0;2799;1;3;2;2.0;0.0;2;1;36;3;0.0;2;2.0;2;0.0;0.0;2799.0
0;2;18;4.0;0.0;884;1;5;4;2.0;0.0;4;3;36;3;1.0;1;2.0;2;1.0;0.0;442.0
0;2;48;4.0;2.0;5096;1;3;2;1.0;0.0;3;3;30;3;1.0;1;3.0;1;1.0;0.0;2548.0
1;4;18;4.0;1.0;3850;1;4;3;2.0;0.0;1;3;27;3;1.0;2;2.0;1;0.0;0.0;962.5
1;4;24;4.0;0.0;2022;1;3;4;1.0;0.0;4;3;37;3;1.0;1;2.0;1;1.0;0.0;505.5
1;2;18;2.0;8.0;4439;1;5;1;2.0;1.0;1;1;33;1;1.0;1;3.0;1;1.0;0.0;2219.5
1;1;15;2.0;0.0;1721;1;2;2;2.0;0.0;3;1;36;3;1.0;1;2.0;1;0.0;0.0;1721.0
0;1;36;2.0;0.0;1842;1;2;4;1.0;0.0;4;3;34;3;1.0;1;2.0;1;1.0;0.0;1842.0
1;4;24;4.0;2.0;5150;1;5;4;2.0;0.0;4;3;33;3;1.0;1;2.0;1;1.0;0.0;1287.5
0;2;9;4.0;6.0;1501;1;5;2;1.0;0.0;3;3;34;3;1.0;2;3.0;1;1.0;0.0;750.5
1;1;14;2.0;0.0;3973;1;1;1;2.0;0.0;4;4;22;3;2.0;1;2.0;1;0.0;0.0;3973.0
1;3;24;2.0;3.0;1258;3;3;3;1.0;0.0;3;3;57;3;1.0;1;1.0;1;0.0;0.0;419.3333333333333
1;2;30;2.0;3.0;2991;5;5;2;1.0;0.0;4;3;25;3;1.0;1;2.0;1;0.0;0.0;1495.5
1;4;12;2.0;1.0;1413;4;4;3;2.0;0.0;2;2;55;3;1.0;1;2.0;1;0.0;1.0;353.25
0;4;27;2.0;0.0;2570;1;3;3;1.0;0.0;3;1;21;3;0.0;1;2.0;1;0.0;0.0;642.5
1;4;30;3.0;8.0;4272;2;3;2;2.0;0.0;2;2;26;3;1.0;2;1.0;1;0.0;0.0;1068.0
1;4;10;2.0;3.0;1924;1;3;1;2.0;0.0;4;2;38;3;1.0;1;2.0;1;1.0;1.0;481.0
0;2;18;3.0;2.0;4297;1;5;4;0.0;0.0;3;4;40;3;1.0;1;3.0;1;1.0;0.0;2148.5
1;4;60;2.0;0.0;10366;1;5;2;2.0;0.0;4;2;42;3;1.0;1;3.0;1;1.0;0.0;2591.5
1;2;48;3.0;9.0;7582;2;1;2;2.0;0.0;4;4;31;3;1.0;1;3.0;1;1.0;0.0;3791.0
1;4;15;2.0;1.0;1300;5;5;4;2.0;0.0;4;4;45;1;2.0;1;2.0;2;0.0;0.0;325.0
0;1;36;2.0;1.0;8229;1;3;2;2.0;0.0;2;2;26;3;1.0;1;2.0;2;0.0;0.0;8229.0
1;4;24;2.0;0.0;7393;1;3;1;2.0;0.0;4;2;43;3;1.0;1;1.0;2;0.0;0.0;1848.25
1;4;24;2.0;2.0;2835;3;5;3;2.0;0.0;4;2;53;3;1.0;1;2.0;1;0.0;0.0;708.75
1;4;30;4.0;3.0;5771;1;4;4;1.0;0.0;2;3;25;3;1.0;2;2.0;1;0.0;0.0;1442.75
0;1;36;2.0;6.0;1977;5;5;4;2.0;0.0;4;4;40;3;1.0;1;3.0;1;1.0;0.0;1977.0
0;1;18;2.0;1.0;7511;5;5;1;2.0;0.0;4;2;51;3;2.0;1;2.0;2;1.0;0.0;7511.0
1;4;24;4.0;3.0;2223;2;5;4;2.0;0.0;4;2;52;1;1.0;2;2.0;1;0.0;0.0;555.75
0;2;8;2.0;2.0;1237;1;3;3;1.0;0.0;4;1;24;3;1.0;1;2.0;1;0.0;0.0;618.5
1;4;12;4.0;2.0;1592;4;4;3;1.0;0.0;2;2;35;3;1.0;1;2.0;1;0.0;0.0;398.0
